,com
2497,56162
2498,54008
2499,31085
2500,6012
2501,31028
2502,17439
2503,10270
2504,64335
2505,42172
2506,54265
2507,53130
2508,12083
2509,55366
2510,27196
2511,43002
2512,35093
2513,1275
2514,73065
2515,41051
2516,65257
2517,49237
2518,56173
2519,14332
2520,91041
2521,38429
2522,55537
2523,60103
2524,33022
2525,6161
2526,50639
2527,5184
2528,83012
2529,41164
2530,58238
2531,80395
2532,35363
2533,42052
2534,201271
2535,11418
2536,202236
2537,11410
2538,18057
2539,8397
2540,49092
2541,57096
2542,85174
2543,56015
2544,19199
2545,48010
2546,31483
2547,33436
2548,86261
2549,27039
2550,60087
2551,82104
2552,46033
2553,48055
2554,1331
2555,69244
2556,36002
2557,97134
2558,46185
2559,44028
2560,98803
2561,2667
2562,52014
2563,81204
2564,36012
2565,88114
2566,10321
2567,45308
2568,61181
2569,71073
2570,47015
2571,69151
2572,54261
2573,72154
2574,29217
2575,61176
2576,97224
2577,202343
2578,45285
2579,29293
2580,7302
2581,74094
2582,76319
2583,43120
2584,74242
2585,28021
2586,24340
2587,77295
2588,38509
2589,59481
2590,25132
2591,43012
2592,26341
2593,61213
2594,34145
2595,88225
2596,57656
2597,26072
2598,3321
2599,84008
2600,54292
2601,1313
2602,62499
2603,27414
2604,71397
2605,42064
2606,83048
2607,21515
2608,91191
2609,74222
2610,14174
2611,91425
2612,30161
2613,50203
2614,22255
2615,52449
2616,69267
2617,4018
2618,31454
2619,17243
2620,33341
2621,77495
2622,55254
2623,37018
2624,83031
2625,31107
2626,80639
2627,41239
2628,32107
2629,32012
2630,201232
2631,79161
2632,72257
2633,30243
2634,59360
2635,72054
2636,34114
2637,1354
2638,38156
2639,62011
2640,28191
2641,79207
2642,29114
2643,61166
2644,30352
2645,9225
2646,64269
2647,35024
2648,62447
2649,29234
2650,24317
2651,3163
2652,56061
2653,91122
2654,34327
2655,48198
2656,9182
2657,6007
2658,85144
2659,45302
2660,7079
2661,86088
2662,49235
2663,3190
2664,84138
2665,80129
2666,44013
2667,77106
2668,69022
2669,51479
2670,22074
2671,45067
2672,201017
2673,44128
2674,31573
2675,50168
2676,1142
2677,49359
2678,1248
2679,38195
2680,35068
2681,47203
2682,69101
2683,21607
2684,59043
2685,64129
2686,14327
2687,29165
2688,63070
2689,6032
2690,91469
2691,8214
2692,83085
2693,42014
2694,59024
2695,2691
2696,61494
2697,30336
2698,24443
2699,1179
2700,94048
2701,14209
2702,71150
2703,72383
2704,17415
2705,27318
2706,77031
2707,2095
2708,66164
2709,66023
2710,27246
2711,84039
2712,28229
2713,12202
2714,44132
2715,16243
2716,73029
2717,12096
2718,31100
2719,66105
2720,27563
2721,44213
2722,11068
2723,33018
2724,79195
2725,71309
2726,59324
2727,21355
2728,70285
2729,50297
2730,46176
2731,14181
2732,11098
2733,60089
2734,53238
2735,59654
2736,67437
2737,79355
2738,57320
2739,13083
2740,50252
2741,77014
2742,91347
2743,72013
2744,85267
2745,29140
2746,12101
2747,74264
2748,59285
2749,78238
2750,12052
2751,3158
2752,56224
2753,51486
2754,74281
2755,17142
2756,33376
2757,82125
2758,77141
2759,49343
2760,51531
2761,38382
2762,98812
2763,72147
2764,62667
2765,64057
2766,77333
2767,22168
2768,33423
2769,1211
2770,35273
2771,59012
2772,25464
2773,17183
2774,97607
2775,84121
2776,50267
2777,6148
2778,63375
2779,9331
2780,64213
2781,80261
2782,24350
2783,55232
2784,64124
2785,80078
2786,25031
2787,64073
2788,9332
2789,70267
2790,91244
2791,83118
2792,40255
2793,83034
2794,38012
2795,39149
2796,14738
2797,58002
2798,14243
2799,38507
2800,39365
2801,19001
2802,65370
2803,73114
2804,51231
2805,64495
2806,35204
2807,70447
2808,76363
2809,77385
2810,68234
2811,9328
2812,65054
2813,97413
2814,2280
2815,65303
2816,29065
2817,46127
2818,63157
2819,40313
2820,62302
2821,98729
2822,81219
2823,31553
2824,48095
2825,69190
2826,1307
2827,4144
2828,84135
2829,95527
2830,27467
2831,74079
2832,45296
2833,6118
2834,28177
2835,38229
2836,29167
2837,50416
2838,22220
2839,85302
2840,77445
2841,59210
2842,17140
2843,1408
2844,76114
2845,202148
2846,70311
2847,29281
2848,78291
2849,77285
2850,78158
2851,76009
2852,30147
2853,44111
2854,64490
2855,91534
2856,45178
2857,19024
2858,41029
2859,27306
2860,51425
2861,42200
2862,76655
2863,9159
2864,202121
2865,57273
2866,202341
2867,77131
2868,76255
2869,76758
2870,29295
2871,54201
2872,84122
2873,13035
2874,53243
2875,59225
2876,202007
2877,11103
2878,61234
2879,33214
2880,95476
2881,89099
2882,68154
2883,82186
2884,3003
2885,3264
2886,24182
2887,59216
2888,61081
2889,42317
2890,59586
2891,17219
2892,95256
2893,59034
2894,14487
2895,86174
2896,76063
2897,3094
2898,1426
2899,37092
2900,56001
2901,65426
2902,17434
2903,72308
2904,29135
2905,73245
2906,89255
2907,68091
2908,60066
2909,50616
2910,59559
2911,40080
2912,24538
2913,76159
2914,58145
2915,78650
2916,56237
2917,5074
2918,62282
2919,202265
2920,91097
2921,3036
2922,59097
2923,18156
2924,40069
2925,94060
2926,86021
2927,69019
2928,13105
2929,64284
2930,78486
2931,34337
2932,24020
2933,89464
2934,35085
2935,45291
2936,95371
2937,19171
2938,77317
2939,17420
2940,80085
2941,70325
2942,17465
2943,56060
2944,34263
2945,51413
2946,84065
2947,39412
2948,64249
2949,55569
2950,77058
2951,60369
2952,60036
2953,73186
2954,76586
2955,76541
2956,1213
2957,89453
2958,67194
2959,78117
2960,82159
2961,10216
2962,38064
2963,22273
2964,17220
2965,85109
2966,83081
2967,62525
2968,80546
2969,63453
2970,69272
2971,10130
2972,50031
2973,49292
2974,65174
2975,55359
2976,54367
2977,71420
2978,77382
2979,4031
2980,89062
2981,57463
2982,19094
2983,69115
2984,79131
2985,61483
2986,68209
2987,50364
2988,7122
2989,38115
2990,55073
2991,18124
2992,7341
2993,4130
2994,27351
2995,31174
2996,63381
2997,31150
2998,79008
2999,31436
3000,78575
3001,35306
3002,85133
3003,72124
3004,52189
3005,54542
3006,88486
3007,58299
3008,64065
3009,73128
3010,60009
3011,80685
3012,29075
3013,62839
3014,202123
3015,78242
3016,95149
3017,97118
3018,81033
3019,43191
3020,35109
3021,59571
3022,8480
3023,28252
3024,3161
3025,32404
3026,83086
3027,66088
3028,50230
3029,85089
3030,91275
3031,54491
3032,60178
3033,28332
3034,80542
3035,52426
3036,78358
3037,8373
3038,46263
3039,35360
3040,86177
3041,81173
3042,38407
3043,94074
3044,3178
3045,78384
3046,69085
3047,64191
3048,31557
3049,16261
3050,202046
3051,40046
3052,41269
3053,1288
3054,9160
3055,74036
3056,31424
3057,78146
3058,12133
3059,68135
3060,33422
3061,60365
3062,83141
3063,33369
3064,91363
3065,80674
3066,24361
3067,4183
3068,44030
3069,26325
3070,6097
3071,27554
3072,29022
3073,45332
3074,34009
3075,35096
3076,74267
3077,70116
3078,51030
3079,61165
3080,58160
3081,62004
3082,49129
3083,61001
3084,74183
3085,52212
3086,64178
3087,29249
3088,77518
3089,66024
3090,26002
3091,9188
3092,56231
3093,57100
3094,24396
3095,23001
3096,55435
3097,17256
3098,1031
3099,64006
3100,60155
3101,38242
3102,88440
3103,77032
3104,48099
3105,59317
3106,85179
3107,33393
3108,69135
3109,80186
3110,28363
3111,91685
3112,48132
3113,41150
3114,74158
3115,77108
3116,64148
3117,27576
3118,12243
3119,33256
3120,16097
3121,83073
3122,81227
3123,15267
3124,51447
3125,52488
3126,95052
3127,80430
3128,59136
3129,58193
3130,27057
3131,42183
3132,62755
3133,3053
3134,59105
3135,68025
3136,55545
3137,12300
3138,37152
3139,69242
3140,24577
3141,77415
3142,4128
3143,49347
3144,3235
3145,35221
3146,8043
3147,14344
3148,13088
3149,98805
3150,1412
3151,71084
3152,8194
3153,5006
3154,38421
3155,29212
3156,22050
3157,77508
3158,97231
3159,54483
3160,1403
3161,1373
3162,13075
3163,6089
3164,68289
3165,24504
3166,62083
3167,13009
3168,76480
3169,71521
3170,69110
3171,11014
3172,67080
3173,44094
3174,68173
3175,7186
3176,82048
3177,62323
3178,3031
3179,7035
3180,15259
3181,55015
3182,63341
3183,4039
3184,61348
3185,47140
3186,88460
3187,13014
3188,87089
3189,45307
3190,39183
3191,76317
3192,71413
3193,12176
3194,57451
3195,19015
3196,10420
3197,28390
3198,67084
3199,29158
3200,57530
3201,10287
3202,57654
3203,29189
3204,62548
3205,64295
3206,31421
3207,63071
3208,59377
3209,45191
3210,60006
3211,63295
3212,76322
3213,22105
3214,78672
3215,26191
3216,62497
3217,16102
3218,44018
3219,18134
3220,38468
3221,52550
3222,77116
3223,14658
3224,35104
3225,62758
3226,31145
3227,23245
3228,34017
3229,71176
3230,10419
3231,6019
3232,33019
3233,71038
3234,22358
3235,87030
3236,202226
3237,83071
3238,62502
3239,43157
3240,73329
3241,72255
3242,54193
3243,74165
3244,97408
3245,72241
3246,59037
3247,53201
3248,38313
3249,36087
3250,24329
3251,69278
3252,77364
3253,31135
3254,2438
3255,78590
3256,56053
3257,62774
3258,19075
3259,6033
3260,60575
3261,6155
3262,73179
3263,17237
3264,45327
3265,21663
3266,19275
3267,2293
3268,65304
3269,59008
3270,60533
3271,44037
3272,56144
3273,13037
3274,17357
3275,93030
3276,28180
3277,17444
3278,74197
3279,59593
3280,2719
3281,16192
3282,48009
3283,76493
3284,42187
3285,65148
3286,18103
3287,49377
3288,59501
3289,1032
3290,13016
3291,10019
3292,98814
3293,25364
3294,84027
3295,62126
3296,202096
3297,35106
3298,54117
3299,17452
3300,6042
3301,72204
3302,35012
3303,51409
3304,77048
3305,12224
3306,79148
3307,84129
3308,80190
3309,70421
3310,68092
3311,55217
3312,38048
3313,3024
3314,68021
3315,30089
3316,54514
3317,42138
3318,30004
3319,82025
3320,27065
3321,67510
3322,38465
3323,74201
3324,68317
3325,62186
3326,77246
3327,87028
3328,23024
3329,89083
3330,42305
3331,33279
3332,91552
3333,76220
3334,40058
3335,71371
3336,47297
3337,8067
3338,71191
3339,34239
3340,16132
3341,79210
3342,44108
3343,13041
3344,53247
3345,34153
3346,30128
3347,31567
3348,21135
3349,72046
3350,60664
3351,22020
3352,28022
3353,201048
3354,41104
3355,64496
3356,69241
3357,17172
3358,10340
3359,36005
3360,76509
3361,66148
3362,87014
3363,41235
3364,12061
3365,22366
3366,25296
3367,22377
3368,22330
3369,37041
3370,39138
3371,14287
3372,54323
3373,43227
3374,45230
3375,76711
3376,64362
3377,81163
3378,95197
3379,62724
3380,97204
3381,56160
3382,45203
3383,65218
3384,28137
3385,57097
3386,54043
3387,77019
3388,22003
3389,58185
3390,38328
3391,5126
3392,18082
3393,7293
3394,86222
3395,14408
3396,31263
3397,61168
3398,29090
3399,88465
3400,66195
3401,62858
3402,11170
3403,37021
3404,76329
3405,77470
3406,71398
3407,49368
3408,7330
3409,4081
3410,12090
3411,13031
3412,63404
3413,42094
3414,67458
3415,28404
3416,26004
3417,7073
3418,47101
3419,49284
3420,74236
3421,73162
3422,79080
3423,10078
3424,86192
3425,66021
3426,39503
3427,30192
3428,49217
3429,39462
3430,32132
3431,48018
3432,85119
3433,85065
3434,1078
3435,44168
3436,31210
3437,95199
3438,91468
3439,63470
3440,82033
3441,72058
3442,81325
3443,16009
3444,97216
3445,78478
3446,95212
3447,60282
3448,69005
3449,56006
3450,27448
3451,38022
3452,7054
3453,14339
3454,71059
3455,69013
3456,97401
3457,98752
3458,59345
3459,50298
3460,73132
3461,39299
3462,85202
3463,3316
3464,1322
3465,60584
3466,52448
3467,74295
3468,77237
3469,73227
3470,37016
3471,54089
3472,54256
3473,202248
3474,83066
3475,38005
3476,76204
3477,29072
3478,53128
3479,63450
3480,28012
3481,4070
3482,30169
3483,36088
3484,38214
3485,60661
3486,60134
3487,89342
3488,33090
3489,31510
3490,14630
3491,1089
3492,80256
3493,24491
3494,61169
3495,93015
3496,30088
3497,63430
3498,6103
3499,44071
3500,62252
3501,33030
3502,33352
3503,1332
3504,55352
3505,80576
3506,14672
3507,63040
3508,1333
3509,37193
3510,35226
3511,16083
3512,59646
3513,56133
3514,45242
3515,71284
3516,41103
3517,14221
3518,1258
3519,78624
3520,82187
3521,37210
3522,69285
3523,15162
3524,34082
3525,38170
3526,55517
3527,44027
3528,59288
3529,31374
3530,8427
3531,27693
3532,14621
3533,97225
3534,89333
3535,68043
3536,49222
3537,84131
3538,202220
3539,29106
3540,70176
3541,3279
3542,70329
3543,91292
3544,62524
3545,45097
3546,78361
3547,10033
3548,34227
3549,95024
3550,61461
3551,46273
3552,34308
3553,74082
3554,11032
3555,2318
3556,16068
3557,68376
3558,83072
3559,33437
3560,14406
3561,60338
3562,51381
3563,61205
3564,33219
3565,8402
3566,2076
3567,72007
3568,63063
3569,71481
3570,63004
3571,70120
3572,37250
3573,50256
3574,60652
3575,44098
3576,34197
3577,84144
3578,85178
3579,31345
3580,61426
3581,31232
3582,59120
3583,98804
3584,60579
3585,98808
3586,33100
3587,42189
3588,72023
3589,71035
3590,24372
3591,49220
3592,77050
3593,74195
3594,34079
3595,12120
3596,42056
3597,88531
3598,3023
3599,67267
3600,56158
3601,78372
3602,39470
3603,51149
3604,15236
3605,11266
3606,47223
3607,59597
3608,62905
3609,46063
3610,12125
3611,60238
3612,28023
3613,76446
3614,80215
3615,39478
3616,2722
3617,68331
3618,61497
3619,17228
3620,89189
3621,17127
3622,201139
3623,85282
3624,33229
3625,72041
3626,77394
3627,73164
3628,46021
3629,59352
3630,31568
3631,35006
3632,89236
3633,52548
3634,33382
3635,84016
3636,89025
3637,31448
3638,34074
3639,88126
3640,11076
3641,63300
3642,80274
3643,87051
3644,16003
3645,22061
3646,22306
3647,64153
3648,91654
3649,72135
3650,95061
3651,91617
3652,36225
3653,12198
3654,45279
3655,64067
3656,38412
3657,30221
3658,37050
3659,67235
3660,51055
3661,54369
3662,6031
3663,59015
3664,38052
3665,74103
3666,77183
3667,26124
3668,37281
3669,52386
3670,27680
3671,69094
3672,87114
3673,3180
3674,21519
3675,52461
3676,43265
3677,25228
3678,66189
3679,88371
3680,67544
3681,61429
3682,58187
3683,4245
3684,38563
3685,88026
3686,11041
3687,46201
3688,44143
3689,28322
3690,77055
3691,77085
3692,38335
3693,30344
3694,62349
3695,11288
3696,4164
3697,82112
3698,49160
3699,63306
3700,50186
3701,42186
3702,76660
3703,68309
3704,21009
3705,80684
3706,54459
3707,77307
3708,95218
3709,45113
3710,83028
3711,97616
3712,83091
3713,50236
3714,98825
3715,12084
3716,30279
3717,77339
3718,68269
3719,31036
3720,45298
3721,80001
3722,74026
3723,42085
3724,10048
3725,4209
3726,31315
3727,9181
3728,18230
3729,97220
3730,59286
3731,13002
3732,9221
3733,40209
3734,54305
3735,63448
3736,10297
3737,49055
3738,16173
3739,25413
3740,79267
3741,78015
3742,33424
3743,29294
3744,49378
3745,88445
3746,52332
3747,14516
3748,49155
3749,67330
3750,14643
3751,38535
3752,17323
3753,31382
3754,29093
3755,14254
3756,17274
3757,33227
3758,45254
3759,10325
3760,13018
3761,50604
3762,68156
3763,53083
3764,69175
3765,35120
3766,69162
3767,81099
3768,85142
3769,15151
3770,39104
3771,56184
3772,74150
3773,77291
3774,64400
3775,22282
3776,4143
3777,45075
3778,60225
3779,28359
3780,21298
3781,25015
3782,33240
3783,25156
3784,77337
3785,97306
3786,13007
3787,54382
3788,14764
3789,61294
3790,51056
3791,78586
3792,5179
3793,69080
3794,41262
3795,21606
3796,25307
3797,76507
3798,14100
3799,95370
3800,17322
3801,28052
3802,28357
3803,69003
3804,84103
3805,81014
3806,78165
3807,7290
3808,71580
3809,59044
3810,3102
3811,8142
3812,69102
3813,65252
3814,52235
3815,55579
3816,67033
3817,27474
3818,14345
3819,81266
3820,6094
3821,50589
3822,91573
3823,67340
3824,59543
3825,45210
3826,40026
3827,32118
3828,83067
3829,88196
3830,61342
3831,41218
3832,69228
3833,69074
3834,59478
3835,59541
3836,77175
3837,12119
3838,58170
3839,27091
3840,26125
3841,12217
3842,13114
3843,67101
3844,14663
3845,16120
3846,59252
3847,68349
3848,24067
3849,51432
3850,29058
3851,56233
3852,31033
3853,41136
3854,72022
3855,7181
3856,67477
3857,59426
3858,62382
3859,17093
3860,36022
3861,202140
3862,2831
3863,88462
3864,44204
3865,59626
3866,37074
3867,42032
3868,98758
3869,26339
3870,34333
3871,62196
3872,59603
3873,64320
3874,72118
3875,59482
3876,77123
3877,77327
3878,38517
3879,19127
3880,57260
3881,71311
3882,44173
3883,97106
3884,14401
3885,88104
3886,80530
3887,33333
3888,25627
3889,12242
3890,202207
3891,57733
3892,13033
3893,33517
3894,88012
3895,38269
3896,35139
3897,69280
3898,61256
3899,27528
3900,76552
3901,1075
3902,60494
3903,84034
3904,79246
3905,34299
3906,9289
3907,29042
3908,7028
3909,17197
3910,27022
3911,71105
3912,40321
3913,34139
3914,65340
3915,37172
3916,73051
3917,28073
3918,41086
3919,63307
3920,59258
3921,38358
3922,52125
3923,62364
3924,49373
3925,41267
3926,38350
3927,63047
3928,5038
3929,35002
3930,3126
3931,38553
3932,66141
3933,16016
3934,1083
3935,7282
3936,66145
3937,42262
3938,22188
3939,98810
3940,60370
3941,72183
3942,21154
3943,64448
3944,59153
3945,58087
3946,2658
3947,25309
3948,85261
3949,49050
3950,33253
3951,66065
3952,73241
3953,51389
3954,60570
3955,28199
3956,10086
3957,10159
3958,31186
3959,1069
3960,27209
3961,18133
3962,12289
3963,33125
3964,79322
3965,10313
3966,34205
3967,29103
3968,68037
3969,53160
3970,29025
3971,24322
3972,67365
3973,85097
3974,71345
3975,59431
3976,46148
3977,60518
3978,4195
3979,202298
3980,19203
3981,28226
3982,15025
3983,69122
3984,67226
3985,59524
3986,38157
3987,83082
3988,79329
3989,33254
3990,39035
3991,50099
3992,79311
3993,87180
3994,80136
3995,74186
3996,7121
3997,88108
3998,77534
3999,63180
4000,53146
4001,44064
4002,89279
4003,60076
4004,19002
4005,98725
4006,59236
4007,42271
4008,69007
4009,98748
4010,24140
4011,87019
4012,14167
4013,54194
4014,36196
4015,25071
4016,74076
4017,52058
4018,54294
4019,76144
4020,34096
4021,18025
4022,45196
4023,62647
4024,32160
4025,5123
4026,44188
4027,13089
4028,41145
4029,1306
4030,26057
4031,25091
4032,30122
4033,97228
4034,59557
4035,68068
4036,43205
4037,77479
4038,59507
4039,31541
4040,48154
4041,65017
4042,25540
4043,76260
4044,53132
4045,80615
4046,60317
4047,74083
4048,67471
4049,59091
4050,73303
4051,25367
4052,34164
4053,34042
4054,25058
4055,56186
4056,46102
4057,26138
4058,91272
4059,83008
4060,81045
4061,10063
4062,54038
4063,60170
4064,98715
4065,57764
4066,40268
4067,22302
4068,62390
4069,28211
4070,79061
4071,82126
4072,71133
4073,45187
4074,78005
4075,38072
4076,61044
4077,12032
4078,37027
4079,31032
4080,84102
4081,30235
4082,88408
4083,74001
4084,202303
4085,97112
4086,56078
4087,76442
4088,69093
4089,14575
4090,10341
4091,11081
4092,76183
4093,21261
4094,4077
4095,77137
4096,21476
4097,89252
4098,71469
4099,62861
4100,32172
4101,91338
4102,67478
4103,55242
4104,89345
4105,40259
4106,17019
4107,89473
4108,71261
4109,14412
4110,80698
4111,17397
4112,9318
4113,87203
4114,59574
4115,12259
4116,3187
4117,24449
4118,56074
4119,80350
4120,29018
4121,10035
4122,85114
4123,78192
4124,50352
4125,70147
4126,42103
4127,95169
4128,42153
4129,74140
4130,51046
4131,35066
4132,42289
4133,6102
4134,30102
4135,29057
4136,14366
4137,10268
4138,74211
4139,34058
4140,48146
4141,21317
4142,21358
4143,69032
4144,78068
4145,58276
4146,2290
4147,53053
4148,60272
4149,66176
4150,68171
4151,40283
4152,59339
4153,17082
4154,1368
4155,60567
4156,25304
4157,38126
4158,17041
4159,14057
4160,14061
4161,78571
4162,85247
4163,34213
4164,69139
4165,35081
4166,3018
4167,83084
4168,18013
4169,97229
4170,27070
4171,83049
4172,2071
4173,27476
4174,12270
4175,6109
4176,38422
4177,27228
4178,24115
4179,41032
4180,74009
4181,11192
4182,14055
4183,35163
4184,38394
4185,70299
4186,62160
4187,52307
4188,21584
4189,18197
4190,57550
4191,63272
4192,16001
4193,80726
4194,19250
4195,21315
4196,97404
4197,80164
4198,34135
4199,63055
4200,33015
4201,2483
4202,73213
4203,37211
4204,34300
4205,39479
4206,31486
4207,41002
4208,47269
4209,32344
4210,57370
4211,61167
4212,4004
4213,31409
4214,49266
4215,86081
4216,7291
4217,31278
4218,71395
4219,50048
4220,22112
4221,56240
4222,14737
4223,60157
4224,77347
4225,44186
4226,88294
4227,31361
4228,30071
4229,42123
4230,38108
4231,57695
4232,22313
4233,5027
4234,60556
4235,91345
4236,37276
4237,42006
4238,85012
4239,39233
4240,6159
4241,11132
4242,1405
4243,4176
4244,1263
4245,85047
4246,64247
4247,47215
4248,4206
4249,64066
4250,42122
4251,35125
4252,41252
4253,7070
4254,57706
4255,25186
4256,60138
4257,53137
4258,62274
4259,49086
4260,83112
4261,50510
4262,37077
4263,57620
4264,29209
4265,63163
4266,87042
4267,25103
4268,61284
4269,4042
4270,72346
4271,42088
4272,4192
4273,76312
4274,202043
4275,82037
4276,22025
4277,62852
4278,47065
4279,50446
4280,10444
4281,58176
4282,38485
4283,62102
4284,55567
4285,23082
4286,63010
4287,30086
4288,81277
4289,35201
4290,67397
4291,62073
4292,2748
4293,3011
4294,77384
4295,24485
4296,21481
4297,35161
4298,62826
4299,95058
4300,18207
4301,35333
4302,69268
4303,7142
4304,91547
4305,69184
4306,50453
4307,82189
4308,56226
4309,30101
4310,33230
4311,87033
4312,18205
4313,27252
4314,59558
4315,30299
4316,54238
4317,63326
4318,19286
4319,63143
4320,201085
4321,61222
4322,49308
4323,10299
4324,88209
4325,78172
4326,86145
4327,50461
4328,12030
4329,71220
4330,53152
4331,202286
4332,21378
4333,31253
4334,38175
4335,81050
4336,37123
4337,50029
4338,74239
4339,17333
4340,95641
4341,11129
4342,71102
4343,64021
4344,36165
4345,202342
4346,63141
4347,22161
4348,37110
4349,202199
4350,68012
4351,51105
4352,41149
4353,69288
4354,41194
4355,50556
4356,58083
4357,67336
4358,80668
4359,90093
4360,202205
4361,77350
4362,89304
4363,1014
4364,74218
4365,5072
4366,58124
4367,35155
4368,97111
4369,30182
4370,61327
4371,27017
4372,88203
4373,8336
4374,51555
4375,64422
4376,41276
4377,56024
4378,32155
4379,44052
4380,54258
4381,27103
4382,51305
4383,85073
4384,43251
4385,60107
4386,44114
4387,60010
4388,72028
4389,14547
4390,82168
4391,88181
4392,201040
4393,81175
4394,12153
4395,77458
4396,28161
4397,29279
4398,61006
4399,58021
4400,14579
4401,67167
4402,5118
4403,37109
4404,68006
4405,74234
4406,12213
4407,60414
4408,76283
4409,95253
4410,38223
4411,54498
4412,47034
4413,76295
4414,34045
4415,43189
4416,50023
4417,68118
4418,34027
4419,44068
4420,83140
4421,84004
4422,80379
4423,11304
4424,76254
4425,67506
4426,80373
4427,33036
4428,32305
4429,3290
4430,31484
4431,7153
4432,13050
4433,4158
4434,16073
4435,2232
4436,11353
4437,14238
4438,60342
4439,57433
4440,28054
4441,12171
4442,10359
4443,36052
4444,35245
4445,32208
4446,5009
4447,35290
4448,29199
4449,81273
4450,29020
4451,29116
4452,10017
4453,22131
4454,78233
4455,13027
4456,65235
4457,201090
4458,70388
4459,29179
4460,56251
4461,66041
4462,88141
4463,60299
4464,56166
4465,19006
4466,39428
4467,202079
4468,1036
4469,60172
4470,12288
4471,80452
4472,69052
4473,38019
4474,38095
4475,52494
4476,68185
4477,51545
4478,16337
4479,57630
4480,77148
4481,2820
4482,7132
4483,7017
4484,14150
4485,74307
4486,59580
4487,90070
4488,24171
4489,73034
4490,84038
4491,44048
4492,49035
4493,8190
4494,34272
4495,35259
4496,49082
4497,49345
4498,14384
4499,57663
4500,17298
4501,4034
4502,59537
4503,27391
4504,3204
4505,14286
4506,81288
4507,17365
4508,3184
4509,202188
4510,30286
4511,64450
4512,50402
4513,80220
4514,35047
4515,27612
4516,85301
4517,11429
4518,69250
4519,22004
4520,47073
4521,17316
4522,3219
4523,39448
4524,27312
4525,80026
4526,34129
4527,33320
4528,16002
4529,22178
4530,89068
4531,97608
4532,26129
4533,39572
4534,38538
4535,56180
4536,71003
4537,57168
4538,32242
4539,33118
4540,42162
4541,202346
4542,17299
4543,44023
4544,44102
4545,47216
4546,11322
4547,59400
4548,60382
4549,53219
4550,82190
4551,67445
4552,55519
4553,52102
4554,33238
4555,51532
4556,86042
4557,53002
4558,50403
4559,30226
4560,21296
4561,89055
4562,30356
4563,70117
4564,16150
4565,89438
4566,2309
4567,44043
4568,64324
4569,17354
4570,62817
4571,71550
4572,39520
4573,16078
4574,58120
4575,34052
4576,9247
4577,39439
4578,57629
4579,14333
4580,30276
4581,30295
4582,84009
4583,37062
4584,71230
4585,15211
4586,15119
4587,90099
4588,77494
4589,30305
4590,37099
4591,82050
4592,54010
4593,84043
4594,38078
4595,86045
4596,60446
4597,33208
4598,95203
4599,13109
4600,47110
4601,69078
4602,19113
4603,24259
4604,73082
4605,57197
4606,51546
4607,55543
4608,45182
4609,15215
4610,23177
4611,80070
4612,30315
4613,84003
4614,44209
4615,66017
4616,38237
4617,32409
4618,44212
4619,10193
4620,56125
4621,35223
4622,89364
4623,95205
4624,35131
4625,72095
4626,3001
4627,48155
4628,85130
4629,71137
4630,58040
4631,4022
4632,68325
4633,54306
4634,4171
4635,82167
4636,6110
4637,72330
4638,24053
4639,60531
4640,76151
4641,41140
4642,95054
4643,47104
4644,59618
4645,40279
4646,80250
4647,26365
4648,57343
4649,54408
4650,86100
4651,76328
4652,76216
4653,3168
4654,57666
4655,67131
4656,62893
4657,31587
4658,80655
4659,59515
4660,62049
4661,51573
4662,24261
4663,24553
4664,36122
4665,10022
4666,30036
4667,14762
4668,91315
4669,2103
4670,62549
4671,21292
4672,36068
4673,64230
4674,85021
4675,31592
4676,10060
4677,51232
4678,86112
4679,76533
4680,62255
4681,1115
4682,16045
4683,28015
4684,83051
4685,14068
4686,62637
4687,14044
4688,44056
4689,35203
4690,65101
4691,40261
4692,30334
4693,57239
4694,10094
4695,35176
4696,42145
4697,61005
4698,46225
4699,14225
4700,54339
4701,34088
4702,50420
4703,59263
4704,77181
4705,81215
4706,71528
4707,54222
4708,81145
4709,11024
4710,1389
4711,28335
4712,11257
4713,1297
4714,89085
4715,81120
4716,55167
4717,11195
4718,61508
4719,26250
4720,3289
4721,77487
4722,71047
4723,44202
4724,31451
4725,38529
4726,39397
4727,68182
4728,67464
4729,32224
4730,34142
4731,73031
4732,31390
4733,21349
4734,81271
4735,28104
4736,9223
4737,76164
4738,71591
4739,42020
4740,7110
4741,27056
4742,40181
4743,30019
4744,57019
4745,54357
4746,71475
4747,80432
4748,55463
4749,67137
4750,67300
4751,36189
4752,68098
4753,46089
4754,29220
4755,3099
4756,25139
4757,10153
4758,53147
4759,21024
4760,8220
4761,43124
4762,72112
4763,28173
4764,59284
4765,65025
4766,22135
4767,1134
4768,24138
4769,25040
4770,38537
4771,35064
4772,14760
4773,82156
4774,77326
4775,42157
4776,12301
4777,40266
4778,17340
4779,202246
4780,24040
4781,85026
4782,95678
4783,44038
4784,44006
4785,77132
4786,30317
4787,61479
4788,21540
4789,85289
4790,97221
4791,80585
4792,92075
4793,68139
4794,38130
4795,83087
4796,1085
4797,95042
4798,79095
4799,5056
4800,33322
4801,1068
4802,94070
4803,81133
4804,68095
4805,74282
4806,22183
4807,42279
4808,24442
4809,44127
4810,64279
4811,78497
4812,2399
4813,70567
4814,85264
4815,57226
4816,40133
4817,71135
4818,38069
4819,76315
4820,82148
4821,66226
4822,50370
4823,62894
4824,97312
4825,38134
4826,95487
4827,38474
4828,31499
